GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000161970	17	8280838	8286531	20	7	52349	0.69045	0.24496	RPL26
ENSG00000189051	17	8294022	8301144	33	13	52150	-0.011918	0.50475	RNF222
ENSG00000166579	17	8316449	8393729	236	55	43368	0.46779	0.31997	NDEL1
ENSG00000133026	17	8377523	8534079	423	38	46678	1.1481	0.12547	MYH10
ENSG00000161973	17	8633252	8648537	75	15	51764	-0.37559	0.64639	CCDC42
ENSG00000183318	17	8656424	8661877	19	7	50880	-0.67789	0.75108	SPDYE4
ENSG00000185156	17	8700436	8702667	14	6	41428	-2.1201	0.983	MFSD6L
ENSG00000174083	17	8706041	8770994	286	39	43228	0.81125	0.20861	PIK3R6
ENSG00000141506	17	8782233	8869029	299	55	42351	-0.30373	0.61933	PIK3R5
ENSG00000065320	17	8924859	9147317	1167	132	48712	0.62053	0.26745	NTN1
ENSG00000170310	17	9153788	9479908	1295	150	47363	0.33415	0.36913	STX8
ENSG00000166596	17	9479944	9546776	119	25	40226	-0.94997	0.82894	WDR16
ENSG00000154914	17	9548015	9633008	365	30	40942	0.49824	0.30916	USP43
ENSG00000184544	17	9674751	9694614	85	14	47879	-0.74235	0.77106	DHRS7C
ENSG00000214978	17	9694544	9725388	183	27	40530	-1.4259	0.92305	RP11-477N12.3
ENSG00000065325	17	9725523	9795419	309	26	46921	-0.35177	0.63749	GLP2R
ENSG00000109047	17	9799637	9808938	72	10	49132	-0.49394	0.68933	RCVRN
ENSG00000007237	17	9813926	10101868	1453	202	47099	2.0408	0.020634	GAS7
ENSG00000264194	17	10048831	10050277	8	4	54600	0.61105	0.27058	AC000003.2
ENSG00000006788	17	10201401	10276447	350	51	50811	-0.30113	0.61834	MYH13
ENSG00000133020	17	10293639	10325267	76	12	47238	-0.36366	0.64194	MYH8
ENSG00000264424	17	10346607	10372876	67	13	46494	-0.50255	0.69236	MYH4
ENSG00000109061	17	10395624	10421860	56	16	45769	-0.27193	0.60716	MYH1
ENSG00000125414	17	10424465	10453274	81	11	50977	0.79368	0.21369	MYH2
ENSG00000109063	17	10531843	10560626	121	10	51630	-0.66085	0.74564	MYH3
ENSG00000133028	17	10583654	10601692	50	11	46548	1.8237	0.034102	SCO1
ENSG00000170222	17	10600911	10614550	53	9	47984	1.6554	0.048925	ADPRM
ENSG00000187824	17	10602332	10633633	157	9	49970	1.561	0.059264	TMEM220
ENSG00000233670	17	10725792	10741762	56	17	47631	0.38735	0.34925	PIRT
ENSG00000188803	17	11144580	11467380	1633	178	50578	0.83277	0.20249	SHISA6
ENSG00000007174	17	11501748	11873065	1386	127	47937	0.041385	0.48349	DNAH9
ENSG00000154957	17	11880756	11900827	71	18	48173	-0.27352	0.60777	ZNF18
ENSG00000065559	17	11924141	12047147	381	29	45459	0.46274	0.32178	MAP2K4
ENSG00000141052	17	12569207	12672266	468	65	47817	1.5247	0.063664	MYOCD
ENSG00000273452	17	12626199	12661542	143	37	43508	0.0016422	0.49934	AC005358.1
ENSG00000006740	17	12692856	12894960	1066	86	50888	1.2005	0.11497	ARHGAP44
ENSG00000006744	17	12895708	12921504	206	14	50151	0.40482	0.34281	ELAC2
ENSG00000153976	17	13399006	13505244	623	69	50214	2.2987	0.010761	HS3ST3A1
ENSG00000006695	17	13972813	14111994	583	53	49385	1.5441	0.061281	COX10
ENSG00000223510	17	14138990	14140179	4	2	25582	1.5991	0.054894	CDRT15
ENSG00000125430	17	14204400	14252721	218	60	43564	-0.13077	0.55202	HS3ST3B1
ENSG00000109099	17	15133095	15168643	157	31	49209	0.81736	0.20686	PMP22
ENSG00000125409	17	15207128	15244958	163	30	51215	0.6631	0.25363	TEKT3
ENSG00000239704	17	15339332	15406922	287	41	48890	1.1494	0.12519	CDRT4
ENSG00000259024	17	15339338	15466875	520	41	48465	0.33799	0.36769	TVP23C-CDRT4
ENSG00000175106	17	15341205	15466909	516	42	48432	0.32306	0.37333	TVP23C
ENSG00000181464	17	15468797	15469590	4	2	33585	-0.27442	0.60812	CDRT1
ENSG00000241322	17	15468798	15522826	270	31	45936	1.0677	0.14284	CDRT1
ENSG00000251537	17	15474805	15554967	374	39	45806	0.87692	0.19026	RP11-385D13.1
ENSG00000221926	17	15531274	15587625	194	33	40477	-0.78007	0.78232	TRIM16
ENSG00000187607	17	15602891	15640874	136	27	31479	0.43862	0.33047	ZNF286A
ENSG00000255104	17	15603006	15648092	163	32	34366	0.68651	0.2462	ZNF286A
ENSG00000214946	17	15635561	15649476	44	12	47677	1.2766	0.10087	TBC1D26
ENSG00000170425	17	15848231	15879060	103	26	43176	2.6644	0.003856	ADORA2B
ENSG00000214941	17	15879874	15903031	76	9	48536	0.87065	0.19197	ZSWIM7
ENSG00000011295	17	15902694	15948329	135	16	49181	0.89955	0.18418	TTC19
ENSG00000141027	17	15932471	16121499	522	23	47831	0.42406	0.33576	NCOR1
ENSG00000227782	17	15943505	15943994	2	1	49252	-0.58129	0.71948	AC002553.1
ENSG00000108474	17	16120505	16252115	384	24	49153	0.051554	0.47944	PIGL
ENSG00000166582	17	16245848	16256970	29	9	49079	-0.49846	0.69092	CENPV
ENSG00000170315	17	16284112	16286059	3	1	34517	0.80918	0.20921	UBB
ENSG00000187688	17	16318856	16340317	84	17	51244	1.2855	0.099302	TRPV2
ENSG00000181350	17	16344891	16395467	222	30	51128	1.1205	0.13125	FAM211A
ENSG00000141040	17	16454701	16472520	50	6	25671	-0.076374	0.53044	ZNF287
ENSG00000197566	17	16524051	16557170	101	10	39288	-0.62596	0.73433	ZNF624
ENSG00000170160	17	16592851	16707767	132	15	25853	-0.48	0.68439	CCDC144A
ENSG00000266302	17	16593575	16707767	127	14	25299	-0.53249	0.70281	RP11-219A15.1
ENSG00000240505	17	16832849	16875432	269	32	51158	-0.42894	0.66602	TNFRSF13B
ENSG00000133030	17	16945859	17120993	758	42	48474	-1.5401	0.93824	MPRIP
ENSG00000179598	17	17104309	17109629	26	9	49242	-2.1967	0.98598	PLD6
ENSG00000264187	17	17105963	17140499	187	35	49486	-2.2403	0.98747	RP11-45M22.4
ENSG00000154803	17	17115526	17140502	144	31	49159	-2.0801	0.98124	FLCN
ENSG00000141030	17	17150141	17184607	157	23	50714	-1.8006	0.96412	COPS3
ENSG00000205309	17	17206649	17250977	197	34	47156	1.0612	0.14431	NT5M
ENSG00000141026	17	17380300	17396540	53	15	49529	1.2518	0.10532	MED9
ENSG00000108551	17	17397751	17399709	8	4	51020	1.5774	0.057352	RASD1
ENSG00000133027	17	17408877	17495022	404	44	49198	2.3837	0.0085707	PEMT
ENSG00000108557	17	17584787	17714767	336	54	48646	1.5324	0.062716	RAI1
ENSG00000072310	17	17713713	17740325	69	14	46182	2.735	0.0031189	SREBF1
ENSG00000175662	17	17746828	17875736	361	23	46945	1.981	0.023794	TOM1L2
ENSG00000171962	17	17876127	17920203	100	16	48356	1.4848	0.068794	LRRC48
ENSG00000171953	17	17880723	17942523	120	17	48162	1.4068	0.079748	ATPAF2
ENSG00000141034	17	17942606	17971718	64	7	49382	1.5129	0.065155	GID4
ENSG00000108591	17	17991200	18011285	56	13	46147	1.7603	0.039177	DRG2
ENSG00000091536	17	18012020	18083116	212	39	47326	-0.30186	0.61862	MYO15A
ENSG00000091542	17	18086392	18113268	106	19	48948	-1.3677	0.9143	ALKBH5
ENSG00000131899	17	18128901	18148189	89	18	46718	-0.81385	0.79213	LLGL1
ENSG00000177731	17	18148150	18162230	34	13	45224	-0.070881	0.52825	FLII
ENSG00000177427	17	18163848	18169866	14	6	47357	-0.025101	0.51001	MIEF2
ENSG00000177302	17	18174742	18218321	194	26	47040	0.80814	0.2095	TOP3A
ENSG00000176994	17	18218624	18226517	41	8	52905	0.34675	0.36439	SMCR8
ENSG00000176974	17	18231187	18266856	138	19	49924	-0.40578	0.65755	SHMT1
ENSG00000214860	17	18280976	18292961	71	7	49639	1.7511	0.039964	EVPLL
ENSG00000171916	17	18380051	18398259	3	2	1658	3.3495	0.0004048	LGALS9C
ENSG00000189375	17	18538319	18565263	67	10	4319	2.4641	0.0068685	TBC1D28
ENSG00000249459	17	18561742	18585575	75	11	34459	0.21903	0.41331	ZNF286B
ENSG00000108448	17	18601311	18639431	96	18	19963	-0.24335	0.59613	TRIM16L
ENSG00000171931	17	18647326	18682662	113	19	22231	-0.19689	0.57804	FBXW10
ENSG00000171928	17	18684308	18710027	73	11	35506	0.37794	0.35274	TVP23B
ENSG00000141127	17	18743398	18834581	312	16	45392	0.64014	0.26104	PRPSAP2
ENSG00000154025	17	18853658	18925908	179	46	42380	-0.27799	0.60949	SLC5A10
ENSG00000188522	17	18872102	18908117	85	24	43526	-0.027418	0.51094	FAM83G
ENSG00000154016	17	18923986	18950950	16	8	39543	0.95645	0.16942	GRAP
ENSG00000228157	17	18996287	19000150	1	1	11146	-0.89087	0.8135	AC007952.5
ENSG00000189152	17	19030782	19062489	1	1	43443	-0.78988	0.7852	GRAPL
ENSG00000072134	17	19118928	19240028	228	19	42787	-0.76655	0.77833	EPN2
ENSG00000108641	17	19240867	19281495	100	14	45005	-1.1226	0.86921	B9D1
ENSG00000166484	17	19281034	19286857	5	3	36814	-1.3311	0.90842	MAPK7
ENSG00000166482	17	19286755	19290553	6	3	39964	0.30658	0.37958	MFAP4
ENSG00000128482	17	19314438	19320589	12	3	50624	-0.33669	0.63182	RNF112
ENSG00000142494	17	19398698	19482347	214	46	43587	0.14333	0.44302	SLC47A1
ENSG00000072210	17	19551449	19580911	97	19	45789	1.1483	0.12543	ALDH3A2
ENSG00000180638	17	19581601	19622292	159	30	46078	1.2231	0.11064	SLC47A2
ENSG00000108602	17	19641297	19652256	30	10	47219	0.92329	0.17793	ALDH3A1
ENSG00000083290	17	19674142	19771249	221	19	45305	0.60024	0.27417	ULK2
ENSG00000108599	17	19807615	19881656	178	24	46820	-0.26159	0.60318	AKAP10
ENSG00000128487	17	19912657	20222339	964	30	45921	-0.3767	0.6468	SPECC1
ENSG00000170298	17	20352708	20370852	16	3	21331	0.46317	0.32162	LGALS9B
ENSG00000214819	17	20483037	20484224	2	1	29420	0.8573	0.19564	CDRT15L2
ENSG00000205212	17	20739760	20799453	180	30	41527	-0.39334	0.65297	CCDC144NL
ENSG00000124422	17	20902910	20947073	209	20	49302	0.11563	0.45397	USP22
ENSG00000109016	17	21026677	21096578	170	31	43127	1.8952	0.029036	DHRS7B
ENSG00000178307	17	21100593	21117937	60	16	45604	2.0383	0.020758	TMEM11
ENSG00000154035	17	21142183	21156722	57	17	41191	0.53849	0.29512	C17orf103
ENSG00000034152	17	21187984	21218552	85	16	22970	-0.41184	0.65977	MAP2K3
ENSG00000184185	17	21279509	21323179	54	16	22537	-0.82998	0.79673	KCNJ12
ENSG00000212719	17	21428051	21477722	20	4	14041	-0.72602	0.76609	C17orf51
ENSG00000263563	17	21729601	21731762	7	2	20382	-0.52052	0.69865	UBBP4
ENSG00000256618	17	22022437	22023991	6	2	41722	0.14402	0.44274	MTRNR2L1
ENSG00000109046	17	25621102	25640657	68	18	48791	1.4056	0.079928	WSB1
ENSG00000141068	17	25783670	25953461	551	62	48689	-0.73708	0.76946	KSR1
ENSG00000266728	17	25950390	25967803	57	11	48777	-0.39519	0.65365	AC015688.3
ENSG00000168961	17	25956824	25976586	94	17	47119	-0.5316	0.7025	LGALS9
ENSG00000007171	17	26083792	26127525	191	44	47133	0.27649	0.39108	NOS2
ENSG00000266202	17	26125832	26220391	301	42	50403	0.43197	0.33288	RP1-66C13.4
ENSG00000232859	17	26205340	26221778	38	19	47180	1.7692	0.038431	LYRM9
ENSG00000087095	17	26368763	26523407	213	103	45169	-0.37677	0.64683	NLK
ENSG00000268206	17	26638667	26642323	7	4	44432	-1.1928	0.88352	AC061975.10
ENSG00000109084	17	26646121	26655707	21	11	47147	-0.42893	0.66601	TMEM97
ENSG00000109083	17	26655352	26662515	17	10	40187	-0.8828	0.81133	IFT20
ENSG00000109079	17	26662628	26674035	29	14	46720	-1.2251	0.88973	TNFAIP1
ENSG00000004142	17	26673659	26684545	22	13	47438	-0.80866	0.79064	POLDIP2
ENSG00000244045	17	26684604	26708716	78	15	49855	-0.29881	0.61746	TMEM199
ENSG00000109072	17	26691290	26700110	31	8	51935	-0.047218	0.51883	VTN
ENSG00000273171	17	26691310	26695033	16	6	52387	-0.51477	0.69664	CTB-96E2.2
ENSG00000004139	17	26691378	26728065	118	20	50838	-0.25428	0.60036	SARM1
ENSG00000076351	17	26721661	26734215	31	11	48723	0.060685	0.4758	SLC46A1
ENSG00000258472	17	26782770	26941215	458	86	47383	0.29411	0.38434	RP11-192H23.4
ENSG00000007216	17	26800311	26824799	80	38	45687	1.0006	0.15851	SLC13A2
ENSG00000109101	17	26833261	26865914	136	30	47712	-0.70402	0.75929	FOXN1
ENSG00000109103	17	26873725	26879686	3	2	46870	0.24059	0.40494	UNC119
ENSG00000087111	17	26880401	26898890	32	16	45866	0.70123	0.24158	PIGS
ENSG00000109107	17	26900133	26904282	7	5	46066	0.3185	0.37505	ALDOC
ENSG00000076382	17	26904588	26926297	35	24	43011	-1.1855	0.88209	SPAG5
ENSG00000167524	17	26934982	26941218	10	7	47005	0.073969	0.47052	SGK494
ENSG00000007202	17	26941458	26972472	67	40	45877	-0.34367	0.63445	KIAA0100
ENSG00000132581	17	26975374	26989207	30	19	45035	0.16468	0.4346	SDF2
ENSG00000109111	17	26989109	27029697	78	28	46151	1.2976	0.097212	SUPT6H
ENSG00000167525	17	27030215	27038872	20	11	46628	1.9639	0.024772	PROCA1
ENSG00000109113	17	27041299	27045447	6	4	40272	1.3435	0.089554	RAB34
ENSG00000198242	17	27046411	27051377	8	5	40752	0.12564	0.45001	RPL23A
ENSG00000160606	17	27051366	27054953	12	7	44655	0.93228	0.1756	TLCD1
ENSG00000160602	17	27052915	27070473	41	16	49525	1.2441	0.10673	NEK8
ENSG00000076604	17	27071002	27077974	18	10	43317	0.30602	0.3798	TRAF4
ENSG00000173065	17	27082996	27182250	253	20	47670	1.5346	0.062447	FAM222B
ENSG00000132591	17	27181956	27188085	16	2	53767	1.4734	0.070317	ERAL1
ENSG00000132589	17	27206353	27224697	40	12	49073	-1.2672	0.89745	FLOT2
ENSG00000167536	17	27224799	27230089	11	5	51197	-0.73533	0.76893	DHRS13
ENSG00000109118	17	27232268	27278789	90	36	44868	-0.88605	0.8122	PHF12
ENSG00000179761	17	27277531	27384234	287	60	48822	-0.051459	0.52052	PIPOX
ENSG00000063015	17	27281919	27333458	108	29	47351	0.43693	0.33108	SEZ6
ENSG00000196535	17	27400528	27507430	359	38	49271	0.31007	0.37825	MYO18A
ENSG00000221995	17	27400537	27418537	68	13	50764	0.2714	0.39304	TIAF1
ENSG00000108255	17	27573881	27581512	24	9	50095	1.5818	0.056843	CRYBA1
ENSG00000108256	17	27582854	27621136	127	25	49128	1.2974	0.097243	NUFIP2
ENSG00000160551	17	27717482	27878922	423	31	47559	-0.76624	0.77823	TAOK1
ENSG00000168792	17	27887565	27894155	14	9	44956	-1.4292	0.92353	ABHD15
ENSG00000167543	17	27893070	27900175	19	9	50225	-1.2114	0.88712	TP53I13
ENSG00000108262	17	27900487	27921072	51	20	47685	-0.50615	0.69362	GIT1
ENSG00000198720	17	27916787	27941779	51	20	47300	-0.80308	0.78904	ANKRD13B
ENSG00000167549	17	27941774	27949925	16	8	42657	-1.3138	0.90554	CORO6
ENSG00000141298	17	27952956	28257294	616	36	47248	-1.1928	0.88353	SSH2
ENSG00000176927	17	28256218	28435470	411	29	48293	-0.74506	0.77188	EFCAB5
ENSG00000126653	17	28442539	28513493	211	29	46867	-0.49895	0.69109	NSRP1
ENSG00000108576	17	28521337	28563020	118	31	48715	-0.55952	0.7121	SLC6A4
ENSG00000108578	17	28575218	28619074	95	21	48390	-0.86183	0.80561	BLMH
ENSG00000182271	17	28643351	28661077	68	12	46938	-0.22836	0.59032	TMIGD1
ENSG00000108582	17	28705923	28797007	183	26	47396	-1.0353	0.84973	CPD
ENSG00000108587	17	28804380	28854610	120	24	47592	-0.76279	0.77721	GOSR1
ENSG00000266733	17	28884130	28890511	27	12	45677	-1.5984	0.94502	TBC1D29
ENSG00000176390	17	29096406	29151794	257	9	51243	0.037035	0.48523	CRLF3
ENSG00000176208	17	29158988	29222887	219	19	48710	0.36218	0.35861	ATAD5
ENSG00000172171	17	29224354	29233838	29	4	51958	0.37965	0.3521	TEFM
ENSG00000184060	17	29233362	29286340	145	25	39642	1.3902	0.08224	ADAP2
ENSG00000181481	17	29295803	29326929	59	16	31264	1.3587	0.087122	RNF135
ENSG00000196712	17	29421945	29709134	582	21	48183	-0.29908	0.61756	NF1
ENSG00000126861	17	29599031	29624557	48	9	50114	-0.040759	0.51626	OMG
ENSG00000185862	17	29630784	29641130	18	4	52449	-0.26295	0.60371	EVI2B
ENSG00000265118	17	29632231	29645849	29	7	49937	-0.31523	0.62371	CTD-2370N5.3
ENSG00000126860	17	29644578	29648902	16	4	50003	0.12313	0.451	EVI2A
ENSG00000131242	17	29718642	29865236	578	77	49920	-0.88851	0.81287	RAB11FIP4
ENSG00000228768	17	29898161	29902678	8	4	27130	-1.4811	0.93071	AC003101.1
ENSG00000172301	17	30178883	30186356	25	14	46599	-1.2635	0.89679	COPRS
ENSG00000108651	17	30187923	30228784	149	24	50911	-1.0359	0.84988	UTP6
ENSG00000178691	17	30264037	30328064	287	18	47809	-0.35446	0.6385	SUZ12
ENSG00000185158	17	30334891	30380523	128	22	46761	-0.55301	0.70987	LRRC37B
ENSG00000214708	17	30468245	30470154	6	3	51571	-0.024809	0.5099	AC090616.2
ENSG00000126858	17	30469473	30580393	266	31	48990	1.0556	0.14557	RHOT1
ENSG00000269402	17	30506379	30506885	3	1	51630	0.81219	0.20834	AC116407.2
ENSG00000141314	17	30593195	30651680	276	46	48269	0.36443	0.35777	RHBDL3
ENSG00000108666	17	30651584	30677042	52	20	41909	-0.71946	0.76407	C17orf75
ENSG00000010244	17	30677136	30708905	86	24	46714	-0.87817	0.81007	ZNF207
ENSG00000108671	17	30771279	30810336	76	27	43943	-0.53055	0.70213	PSMD11
ENSG00000176749	17	30813637	30818274	4	2	45418	-0.45919	0.67695	CDK5R1
ENSG00000176658	17	30819540	31204195	1193	99	48346	-1.3385	0.90963	MYO1D
ENSG00000006042	17	31254928	31272124	68	15	50710	-0.99145	0.83927	TMEM98
ENSG00000141316	17	31297394	31324895	182	50	50870	-1.1267	0.87008	SPACA3
ENSG00000108684	17	31340105	32501983	5654	413	49790	-1.0592	0.85525	ASIC2
ENSG00000268024	17	32581900	32582306	1	1	56384	-1.3291	0.9081	AC005549.3
ENSG00000108691	17	32582304	32584222	4	2	52818	-1.4616	0.92807	CCL2
ENSG00000108688	17	32597240	32599261	5	3	50678	-1.4838	0.93107	CCL7
ENSG00000172156	17	32612687	32615353	11	6	52533	-0.51895	0.6981	CCL11
ENSG00000108700	17	32646055	32648421	9	4	49632	0.91661	0.17967	CCL8
ENSG00000181374	17	32683471	32685629	7	4	46574	-0.69197	0.75552	CCL13
ENSG00000108702	17	32687347	32690250	23	9	49649	2.2586	0.011955	CCL1
ENSG00000197322	17	32901142	32906388	26	12	51900	-0.8211	0.79421	C17orf102
ENSG00000181291	17	32907768	32966337	208	59	47397	-1.0745	0.8587	TMEM132E
ENSG00000132141	17	33254878	33308097	128	41	49277	-0.67638	0.7506	CCT6B
ENSG00000198783	17	33288549	33290205	8	5	48175	-0.30182	0.6186	ZNF830
ENSG00000005156	17	33307513	33332083	62	31	47210	0.8216	0.20565	LIG3
ENSG00000092871	17	33333009	33416338	154	45	47420	0.61812	0.26825	RFFL
ENSG00000267618	17	33338368	33448512	216	60	47476	0.58989	0.27763	RAD51L3-RFFL
ENSG00000185379	17	33426811	33448541	55	26	47972	0.57601	0.2823	RAD51D
ENSG00000073598	17	33448598	33457751	26	13	48948	0.44419	0.32845	FNDC8
ENSG00000073536	17	33455772	33469334	27	17	47947	2.3098	0.010448	NLE1
ENSG00000141161	17	33474836	33516364	163	32	50480	-1.2171	0.88821	UNC45B
ENSG00000164729	17	33519539	33521412	11	4	44834	-0.46345	0.67848	SLC35G3
ENSG00000166750	17	33570055	33600674	148	30	50743	-0.481	0.68474	SLFN5
ENSG00000172716	17	33677324	33700720	82	25	52157	1.2208	0.11108	SLFN11
ENSG00000172123	17	33738079	33760302	111	21	50470	2.178	0.014703	SLFN12
ENSG00000154760	17	33762115	33775856	63	19	47638	-0.2911	0.61451	SLFN13
ENSG00000205045	17	33791268	33864880	307	58	50114	0.16521	0.43439	SLFN12L
ENSG00000236320	17	33875144	33885117	47	12	52146	0.20273	0.41967	SLFN14
ENSG00000108733	17	33901814	33905882	12	6	52524	-1.5889	0.94396	PEX12
ENSG00000006125	17	33905065	34053436	601	37	50571	-0.35697	0.63944	AP2B1
ENSG00000141150	17	34058668	34070540	35	12	47226	-0.52258	0.69937	RASL10B
ENSG00000132139	17	34071530	34079897	29	8	42248	1.3086	0.095329	GAS2L2
ENSG00000129270	17	34083268	34122711	112	17	42777	0.63906	0.26139	MMP28
ENSG00000154768	17	34087916	34092098	14	7	39842	-0.14283	0.55679	C17orf50
ENSG00000172660	17	34136459	34191619	148	18	47916	-0.27826	0.60959	TAF15
ENSG00000172653	17	34181955	34195895	38	10	44302	-0.26947	0.60622	C17orf66
ENSG00000161570	17	34198495	34207797	23	7	51331	-0.16014	0.56361	CCL5
ENSG00000187456	17	34245070	34257777	39	6	51727	0.017664	0.49295	RDM1
ENSG00000161572	17	34261522	34270703	45	7	52916	0.5282	0.29868	LYZL6
ENSG00000161573	17	34303529	34308532	22	7	36052	0.16112	0.436	CCL16
ENSG00000213494	17	34310327	34329100	96	15	41360	0.83859	0.20085	CCL14
ENSG00000266956	17	34310692	34317306	24	5	48698	-0.23375	0.59241	CTB-186H2.3
ENSG00000161574	17	34310692	34328660	91	14	41855	0.86878	0.19248	CCL15-CCL14
ENSG00000267596	17	34323476	34329084	27	9	34259	1.3564	0.087492	CCL15
ENSG00000167236	17	34340096	34345005	26	8	37516	0.90695	0.18222	CCL23
ENSG00000006074	17	34391640	34399392	26	10	28418	0.14455	0.44253	CCL18
ENSG00000006075	17	34415602	34417515	9	3	41577	-0.25332	0.59999	CCL3
ENSG00000129277	17	34430983	34433014	13	2	29984	-0.88839	0.81284	CCL4
ENSG00000224226	17	34493061	34503996	1	1	1322	-0.71243	0.7619	TBC1D3B
ENSG00000234972	17	34580902	34757050	7	4	1158	-0.34488	0.63491	TBC1D3C
ENSG00000242384	17	34581086	34808061	15	7	3744	-0.57097	0.71599	TBC1D3H
ENSG00000197262	17	34639793	34641846	2	1	1322	0.8187	0.20648	CCL4L2
ENSG00000161583	17	34745936	34808104	8	3	6006	-0.41789	0.66199	TBC1D3G
ENSG00000108278	17	34842473	34855154	25	7	50267	2.0772	0.018894	ZNHIT3
ENSG00000141140	17	34851477	34899284	102	16	47395	3.5945	0.00016253	MYO19
ENSG00000184886	17	34890847	34895159	7	3	38842	2.6308	0.0042593	PIGW
ENSG00000005955	17	34900737	34946278	100	16	44723	2.816	0.0024315	GGNBP2
ENSG00000108272	17	34948228	34957235	22	7	42673	2.4209	0.0077414	DHRS11
ENSG00000129282	17	34958001	34965407	22	8	44551	0.8303	0.20318	MRM1
ENSG00000132130	17	35294084	35301917	20	7	44029	-0.50335	0.69264	LHX1
ENSG00000108270	17	35306175	35414171	209	24	42522	0.17527	0.43043	AATF
ENSG00000132142	17	35441923	35766909	724	52	30105	1.4099	0.079286	ACACA
ENSG00000167230	17	35732928	35749662	45	21	26328	0.06512	0.47404	C17orf78
ENSG00000108264	17	35766965	35839835	264	25	39563	-0.41054	0.6593	TADA2A
ENSG00000161326	17	35849937	35873603	72	17	41576	-0.4287	0.66593	DUSP14
ENSG00000006114	17	35874900	35969544	218	47	36976	0.62978	0.26442	SYNRG
ENSG00000141141	17	35969787	36003493	86	22	28121	0.41043	0.34075	DDX52
ENSG00000108753	17	36046435	36105237	242	71	27733	1.3769	0.084268	HNF1B
ENSG00000197681	17	36337711	36358166	2	1	14263	0.084485	0.46634	TBC1D3
ENSG00000174093	17	36337717	36421858	43	7	14927	0.57275	0.28341	RP11-1407O15.2
ENSG00000174100	17	36452989	36479101	42	8	26315	-0.10955	0.54362	MRPL45
ENSG00000188888	17	36481413	36499730	31	8	25216	0.048004	0.48086	GPR179
ENSG00000174111	17	36508111	36556019	97	13	22662	-0.45846	0.67669	SOCS7
ENSG00000225485	17	36584662	36668628	338	45	25378	0.53649	0.29581	ARHGAP23
ENSG00000017373	17	36686251	36762183	211	40	45119	1.4096	0.079322	SRCIN1
ENSG00000179294	17	36827961	36831187	8	5	47470	0.39441	0.34664	C17orf96
ENSG00000108292	17	36861795	36886056	61	36	45649	0.10033	0.46004	MLLT6
ENSG00000230055	17	36886488	36891297	16	7	46826	-0.83251	0.79744	CISD3
ENSG00000056661	17	36890150	36906070	70	25	49378	0.032032	0.48722	PCGF2
ENSG00000227450	17	36905613	36906969	5	3	50557	0.093981	0.46256	CTB-58E17.5
ENSG00000108294	17	36908989	36920484	44	17	50734	-1.1972	0.88438	PSMB3
ENSG00000141720	17	36921942	36956379	121	33	50237	-0.72686	0.76634	PIP4K2B
ENSG00000108296	17	36956687	36981734	106	23	50361	-0.063907	0.52548	CWC25
ENSG00000214556	17	36991341	36997708	29	12	49189	-0.12912	0.55137	C17orf98
ENSG00000125691	17	37004118	37010096	18	10	48742	-0.1636	0.56498	RPL23
ENSG00000002834	17	37026112	37078023	238	59	51234	2.4069	0.0080444	LASP1
ENSG00000204952	17	37092685	37123655	62	23	47542	0.44435	0.3284	FBXO47
ENSG00000161381	17	37219556	37310647	487	57	51372	1.0983	0.13603	PLXDC1
ENSG00000141748	17	37313147	37323737	70	19	50249	-0.66846	0.74808	ARL5C
ENSG00000067191	17	37329709	37353956	83	31	44111	-0.56379	0.71355	CACNB1
ENSG00000108298	17	37356536	37360980	9	5	43890	-0.6811	0.7521	RPL19
ENSG00000141750	17	37366789	37382125	52	17	40232	0.39824	0.34523	STAC2
ENSG00000108306	17	37415384	37558776	411	20	50739	0.89567	0.18521	FBXL20
ENSG00000125686	17	37560538	37607539	112	15	50116	0.79076	0.21454	MED1
ENSG00000167258	17	37617764	37721160	273	20	49120	1.0067	0.15704	CDK12
ENSG00000171532	17	37759789	37766030	8	3	43646	-0.47053	0.68101	NEUROD2
ENSG00000131771	17	37782993	37792879	28	8	49467	-0.15802	0.56278	PPP1R1B
ENSG00000131748	17	37793318	37819737	91	15	51217	-0.41125	0.65956	STARD3
ENSG00000173991	17	37820440	37822808	9	4	50045	0.41975	0.33733	TCAP
ENSG00000141744	17	37824234	37826728	9	6	46854	0.79639	0.2129	PNMT
ENSG00000161395	17	37827375	37853050	92	8	51961	0.25439	0.3996	PGAP3
ENSG00000141736	17	37844167	37886679	97	29	47025	0.082082	0.46729	ERBB2
ENSG00000141741	17	37884749	37887040	5	3	47742	-0.098389	0.53919	MIEN1
ENSG00000141738	17	37894180	37903544	21	8	48550	-0.018902	0.50754	GRB7
ENSG00000161405	17	37921198	38020441	328	13	50621	1.4234	0.077304	IKZF3
ENSG00000186075	17	38024417	38034149	52	8	51439	3.5844	0.0001689	ZPBP2
ENSG00000073605	17	38060848	38076107	78	12	51251	4.1653	1.5549e-05	GSDMB
ENSG00000172057	17	38077294	38083854	28	14	45248	2.2058	0.0137	ORMDL3
ENSG00000204913	17	38097727	38101000	19	8	48505	0.64381	0.25985	LRRC3C
ENSG00000167914	17	38119226	38134019	83	18	50499	3.4545	0.00027564	GSDMA
ENSG00000108344	17	38137050	38154213	90	14	52013	2.2279	0.012944	PSMD3
ENSG00000108342	17	38171614	38174066	15	6	49158	0.39882	0.34501	CSF3
